
1707	1718	1039	1012	1032	1024	933	936	876	869	825	766	836	920	874	880	872	755	658	530	509	475	493	447	410	386	395	374	483	473	479	476	428	458	463	533	558	637	709	607	563	561	592	606	710	797	928	1149	1709	1636	
1704	1618	1022	1061	1054	938	975	905	857	847	818	778	755	889	890	854	786	766	622	518	491	534	500	487	403	420	388	405	452	466	450	444	540	503	439	451	591	688	614	588	530	588	594	646	715	816	927	1206	1663	1700	
1658	1717	1111	1027	1065	1020	974	895	813	808	845	755	756	710	771	804	770	759	678	528	553	554	525	471	461	376	411	424	378	426	419	476	498	512	457	474	555	638	602	616	521	570	563	656	690	822	943	1147	1637	1800	
1647	1555	1101	1116	1052	966	975	914	913	871	794	749	705	672	728	747	746	680	639	577	547	581	527	527	440	446	388	369	435	420	465	532	474	493	482	497	557	602	632	654	574	538	605	632	692	805	962	1253	1708	1678	
1628	1590	1035	1050	1030	1014	965	979	880	833	860	796	771	720	659	739	769	671	581	494	557	546	522	495	492	483	437	380	379	409	452	485	459	507	561	554	555	562	642	619	585	589	631	645	700	795	910	1189	1611	1699	
1745	1632	1099	1034	1037	965	953	897	871	866	806	791	771	721	637	617	634	639	588	554	500	528	542	557	496	473	442	393	361	416	457	473	463	567	578	559	644	630	612	614	627	548	615	623	712	854	1037	1209	1670	1704	
1739	1608	1072	1043	997	955	957	908	907	818	719	794	733	686	665	555	596	598	644	526	581	520	566	539	552	496	484	453	410	450	414	431	468	538	539	571	607	627	649	550	570	549	588	630	664	739	975	1175	1718	1672	
1650	1660	1046	1001	1026	981	971	867	894	902	820	758	728	683	630	646	582	525	528	505	523	509	551	550	515	479	512	500	537	449	367	382	497	536	516	525	627	663	607	583	572	528	618	646	687	800	985	1234	1723	1644	
1580	1615	1004	962	959	921	859	882	885	833	794	746	735	767	655	653	582	578	475	441	541	543	563	554	522	542	513	550	529	458	418	441	423	489	530	561	666	698	579	637	629	536	612	646	699	811	928	1305	1639	1720	
1686	1597	1005	855	958	924	922	935	807	890	839	785	787	653	704	662	598	555	518	445	519	512	516	510	502	526	565	580	540	466	475	460	424	439	567	608	650	670	619	573	565	609	617	690	745	758	924	1212	1691	1686	
1576	1559	1010	878	927	912	884	888	823	861	785	762	814	739	684	669	655	621	490	489	441	457	506	489	541	541	584	543	521	537	555	544	432	449	582	548	658	614	646	615	591	566	601	684	748	811	931	1240	1705	1682	
1648	1651	1063	869	821	836	839	832	839	864	827	771	745	709	682	660	578	544	509	501	459	431	498	475	525	556	583	511	536	558	600	555	467	440	501	557	652	643	666	664	562	575	573	668	734	829	963	1252	1687	1651	
1614	1653	1088	861	795	822	860	845	795	802	818	808	779	732	729	638	613	622	608	521	422	449	386	518	514	519	545	501	600	619	573	577	531	526	497	559	616	619	665	652	569	554	623	691	737	819	985	1259	1688	1688	
1677	1587	1046	854	776	794	821	841	795	814	787	790	696	725	725	664	629	658	553	497	468	406	396	453	493	528	497	569	579	592	564	573	605	586	470	524	598	654	672	658	632	557	585	672	760	821	925	1234	1606	1637	
1670	1502	1029	866	759	691	726	719	785	774	790	746	743	703	668	639	684	619	567	518	501	420	429	397	446	473	565	591	541	578	517	647	632	605	585	570	584	652	623	662	596	592	609	626	714	832	918	1262	1643	1745	
1584	1600	1038	874	718	707	647	806	744	773	765	721	799	685	693	660	669	562	567	516	574	525	414	380	400	494	514	539	575	557	586	609	622	575	561	632	617	614	634	645	602	567	653	663	828	785	919	1281	1731	1661	
1668	1570	1041	877	737	693	598	658	717	736	715	741	739	660	732	725	646	618	595	595	594	526	475	361	428	432	516	532	440	544	630	564	641	522	553	667	732	692	649	580	626	547	602	638	706	875	1062	1234	1711	1638	
1674	1635	1020	844	759	682	637	603	658	705	722	742	750	698	710	684	604	619	626	612	613	545	502	441	424	440	436	442	519	594	596	607	608	542	649	659	741	727	635	608	609	595	617	661	731	766	964	1258	1714	1736	
1713	1524	996	879	741	635	618	579	553	725	648	729	643	745	716	691	646	582	701	641	554	578	491	494	418	447	393	474	504	574	606	547	575	619	651	741	763	755	614	545	670	593	594	646	715	811	928	1268	1681	1636	
1726	1646	1012	842	707	698	628	585	462	584	650	715	666	723	712	608	612	725	699	671	588	562	545	522	507	367	359	417	483	561	563	535	594	669	670	738	758	816	678	616	632	602	641	632	696	795	907	1238	1673	1685	
1678	1589	1060	832	788	639	583	538	556	477	598	664	730	712	640	627	664	699	668	621	598	610	640	531	435	458	436	397	494	519	483	535	572	650	697	718	757	720	752	734	585	625	612	711	700	775	1000	1210	1745	1683	
1695	1578	957	837	717	687	630	560	545	531	488	601	695	676	640	619	699	683	685	627	641	638	633	540	517	496	461	405	447	440	497	517	605	668	686	687	733	824	778	746	636	620	605	630	753	758	928	1283	1706	1660	
1737	1619	1110	845	806	658	661	576	529	522	525	531	595	585	600	632	690	657	599	645	652	656	593	538	595	562	515	440	416	436	497	564	639	723	680	766	745	764	812	777	711	640	629	650	702	734	933	1249	1630	1643	
1660	1654	1085	906	754	674	642	620	576	516	515	553	554	598	680	769	658	633	643	690	714	612	592	611	591	616	574	490	419	402	444	558	622	626	588	680	791	777	788	795	784	638	607	663	705	822	939	1258	1605	1638	
1818	1584	1102	847	746	670	623	593	536	541	525	470	481	552	605	609	602	625	648	661	644	647	603	623	638	580	570	554	454	443	478	560	582	626	601	676	807	765	770	883	780	691	602	640	755	780	975	1314	1711	1608	
1754	1615	1033	875	735	669	657	586	531	492	563	477	474	483	544	577	583	649	654	662	615	631	655	637	634	582	559	508	493	517	460	507	556	560	563	754	716	874	811	823	742	693	698	642	712	780	955	1242	1723	1676	
1635	1671	1051	876	738	668	632	581	518	517	553	521	474	531	479	519	575	581	577	572	596	663	657	627	610	556	551	531	598	574	541	482	554	521	663	682	749	841	788	839	735	687	740	670	743	817	944	1233	1763	1645	
1719	1548	1027	876	800	679	602	566	564	544	530	521	478	522	485	452	538	577	606	611	617	684	661	664	575	626	587	605	599	591	572	554	528	567	595	703	791	772	833	802	741	789	805	664	766	777	927	1241	1717	1601	
1643	1641	1035	868	787	679	577	604	544	536	549	505	511	465	439	455	516	508	530	596	611	670	639	584	600	630	617	670	682	632	556	533	535	501	631	757	782	735	759	745	746	732	762	732	696	798	937	1235	1669	1689	
1651	1612	997	890	788	656	625	564	535	545	581	569	524	476	470	515	441	464	540	577	625	597	599	555	576	584	638	693	661	601	561	530	536	652	620	676	813	738	760	718	730	764	789	698	715	808	926	1218	1694	1711	
1681	1620	1034	903	746	718	608	567	538	523	528	534	519	491	467	466	432	433	525	564	600	565	544	587	570	661	737	663	708	601	553	556	649	724	632	678	735	685	663	756	723	753	775	789	699	800	939	1209	1611	1671	
1674	1632	1067	855	791	695	596	568	529	496	557	548	487	497	496	476	436	436	500	461	500	529	529	548	626	620	683	684	615	602	555	594	650	768	830	696	753	716	685	731	741	783	810	809	754	855	919	1230	1668	1630	
1726	1698	1005	889	705	672	625	571	563	522	568	543	579	485	418	411	441	470	408	426	447	494	519	588	611	675	677	664	594	611	592	632	666	781	882	832	683	596	648	729	741	743	765	794	745	764	960	1282	1671	1662	
1713	1583	1087	859	767	650	621	557	538	544	529	558	538	521	469	449	435	462	434	427	426	460	562	603	647	616	638	623	630	596	690	708	704	891	855	929	766	623	679	736	696	783	850	801	792	709	942	1179	1597	1682	
1680	1649	1043	851	751	683	631	588	551	503	546	613	521	522	476	508	438	442	384	403	424	438	548	584	611	590	594	552	636	630	713	684	764	895	955	805	851	738	647	738	718	771	822	785	744	784	918	1171	1644	1692	
1607	1744	1086	875	778	638	576	610	549	552	521	601	504	514	478	452	455	397	397	333	436	418	458	587	559	547	598	577	570	693	718	768	722	928	935	837	884	861	747	739	723	783	755	767	720	772	950	1212	1610	1710	
1698	1693	1111	854	771	701	644	563	568	544	603	581	537	479	503	500	452	378	418	451	450	462	437	495	463	499	541	565	659	656	775	756	750	902	882	920	923	927	824	714	814	744	760	810	731	779	941	1190	1634	1654	
